id,category_name,phrase
1999,Phrases,Synchronization failed due to a protocol error. Check the login credentials in the settings menu and try again.
2000,Phrases,"Synchronization failed, the server could not be reached. Check your internet connection and the server-url."
2001,Phrases,Synchronization complete.
2002,Phrases,The data were successfully synchronized to the server.
2003,Phrases,STA Plugin configuration
2004,Phrases,Url:
2005,Phrases,Key:
2006,Phrases,Secret:
2007,Phrases,Set
2008,Phrases,Configuration saved
2009,Phrases,The login data have been saved successfully.
2010,Phrases,An update for your Primelab device is available. Update now?
2011,Phrases,Update required
2012,Phrases,Your PrimeLab device is in bootloader mode and requires an update. Update now?
2013,Phrases,PoolLab Cloud
2014,Phrases,Welcome to PoolLab Assistant
2015,Phrases,Your Device
2016,Phrases,Scan for PoolLab devices
2017,Phrases,No PoolLabs found
2018,Phrases,"We, the manufacturer of PoolLab 1.0 Multitest Photometer, hereby confirm the successful user initiated self-calibration of the following device:"
2019,Phrases,Failed to load application. Make sure the app has the correct permissions and your storage is not full.
2020,Phrases,Failed to read/write the program database. Make sure the application has permission to access the shared directory.
2021,Phrases,"Not all required permissions were granted, the application will now close. Restart the application if you change your mind."
2022,Phrases,Log file location:
2023,Phrases,Last measurement:
2024,Phrases,Exit
2025,Phrases,Initiating...
2026,Phrases,Reading device...
2027,Phrases,PoolLab CE Test
2028,Phrases,Serial:
2029,Phrases,Connection lost! Reconnecting...
2030,Phrases,Stop
2031,Phrases,Nearby PoolLabs
2032,Phrases,Scanning ...
2033,Phrases,Edit Account
2034,Phrases,"New
"
2035,Phrases,Clear
2036,Phrases,Filter
2037,Phrases,Filter:
2038,Phrases,Are you sure you want to delete %a Accounts? All measurement results saved with these accounts will also be deleted!
2039,Phrases,Delete Accounts
2040,Phrases,Are you sure you want to delete %a measurement results?
2041,Phrases,Clear Accounts
2042,Phrases,Select Account:
2043,Phrases,All saved measurements were imported and removed from the PoolLab.
2044,Phrases,Protocol error!
2045,Phrases,Device Name:
2046,Phrases,Memory:
2047,Phrases,Import %a test results from the PoolLab?
2048,Phrases,Connect PoolLab
2049,Phrases,Adapter offline
2050,Phrases,Please switch on your Bluetooth adapter and push the scan button
2051,Phrases,BLE Error
2052,Phrases,Login or Register
2053,Phrases,Cloud Status
2054,Phrases,Refresh
2055,Phrases,Lost Password
2056,Phrases,Register Cloud Account
2057,Phrases,Synchronize local data
2058,Phrases,Registration Error
2059,Phrases,The passwords you entered do not match.
2060,Phrases,Email:
2061,Phrases,Last checked:
2062,Phrases,Are you sure you want to disable the cloud?
2063,Phrases,Synchronizing
2064,Phrases,Communicating with the cloud server...
2065,Phrases,Dosage Rec.
2066,Phrases,Database location:
2067,Phrases,Import Measurements
2068,Phrases,Chemistry
2069,Phrases,Custom Products
2070,Phrases,Details
2071,Phrases,Measurements
2072,Phrases,All
2073,Phrases,Move
2074,Phrases,Delete Account
2075,Phrases,Are you sure you want to delete this account?
2076,Phrases,Delete Measurements
2077,Phrases,Are you sure you want to delete all measurements of this account?
2078,Phrases,PDF Saved
2079,Phrases,PDF saved. Open file now?
2080,Phrases,Are you sure you want to delete %a measurement(s)?
2081,Phrases,Select Target Account
2082,Phrases,Select Parameter
2083,Phrases,Set value
2084,Phrases,Water Treatment Products
2085,Phrases,Custom product
2086,Phrases,Update File Type Invalid. Please reinstall the Application and try again.
2087,Phrases,Update File not found. Please reinstall the Application and try again.
2088,Phrases,Update File could not be read. Please reinstall the Application and try again.
2089,Phrases,Please turn on your Bluetooth adapter and scan again.
2090,Phrases,Firmware Update in progress...
2091,Phrases,Your PoolLab was successfully updated!
2092,Phrases,"An error occurred during the update. Check if the batteries are charged and the device is in close proximity, restart the PoolLab and try again. Error Code:"
2093,Phrases,Update PoolLab
2094,Phrases,An update for your PoolLab device is available. Update now?
2095,Phrases,Ideal Range MIN
2096,Phrases,Enter new ideal minimum Value
2097,Phrases,Ideal Range MAX
2098,Phrases,Enter new ideal maximum Value
2099,Phrases,Edit value
2100,Phrases,Enter new value
2101,Phrases,Enter new comment text
2102,Phrases,Select Value
2103,Phrases,Set Value
2104,Phrases,Support
2105,Phrases,Manuals
2106,Phrases,Set Filter
2107,Phrases,Filter Active
2108,Phrases,Filter Under/Overrange
2109,Phrases,Filter by time
2110,Phrases,Last Week
2111,Phrases,Last Month
2112,Phrases,Last Year
2113,Phrases,Filter by timespan
2114,Phrases,Filter by parameter
2115,Phrases,Get Dosage Recommandation (PDF)
2116,Phrases,Dosage Recommandation
2117,Phrases,Enter desired value:
2118,Phrases,Enter new Value
2119,Phrases,Enabled
2120,Phrases,Active Chlorine
2121,Phrases,Free Chlorine
2122,Phrases,Cyanuric Acid
2123,Phrases,Calculations are done for samples at 25°C / 77°F. Accuracy is +- 10%.
2124,Phrases,"Active chlorine is the amount of free chlorine in your sample which is not bound to cyanuric acid and thus is actively killing bacteria and algae. Recommended values range from 0.05 to 3.0 ppm, depending on your pool type and location."
2125,Phrases,"This process can take up to 10 minutes, please be patient. Do not close the App and do not lock your phones screen until the process is complete."
2126,Phrases,Calculators
2127,Phrases,RSI/LSI Index
2128,Phrases,Start Date:
2129,Phrases,End Date:
2130,Phrases,Invalid Timeframe!
2131,Phrases,The start date must be earlier than the end date.
2132,Phrases,Filter is active!
2133,Phrases,Index Calculation
2134,Phrases,"&lt;b&gt;Langelier Saturation Index (LSI)&lt;/b&gt;&lt;br&gt;The LSI is used to determine the scaling potential of a liquid solution. Mostly used for the water of pools and spas to determine if the water has a tendency to form scales (indicated by a positive LSI greater than 0.3) or is corrosive (indicated by a negative LSI lower than -0.3). Thus, a balanced pool or spa should have an LSI between &lt;b&gt;-0.3 and 0.3&lt;/b&gt; to neither form scales nor cause corrosion on the equipment.&lt;br&gt;&lt;br&gt;&lt;b&gt;Ryznar Stability Index (RSI)&lt;/b&gt;&lt;br&gt;The RSI is also used to give an indication of the calcium carbonate stability of a liquid solution; it indicates whether the solution will precipitate, dissolve, or be in equilibrium with calcium carbonate. It is considered an improvement to the LSI in terms of accuracy. Some also consider the LSI always being a positive number an advantage over the RSI.&lt;br&gt;&lt;br&gt;Usual reference values for the &lt;b&gt;RSI&lt;/b&gt; are listed below:&lt;br&gt;&lt;b&gt;RSI below 5.5:&lt;/b&gt; heavy scaling tendency&lt;br&gt;&lt;b&gt;RSI between 5.5 and 6.2:&lt;/b&gt; scaling tendency&lt;br&gt;&lt;b&gt;RSI between 6.2 and 6.9:&lt;/b&gt; balanced water&lt;br&gt;&lt;b&gt;RSI above 6.9&lt;/b&gt; water is corrosive/aggressive"
2135,Phrases,Online Support
2136,Phrases,pHs Value
2137,Phrases,Langelier Saturation Index
2138,Phrases,Ryznar Stability Index
2139,Phrases,Ideal Ranges
2140,Phrases,Limit Range:
2141,Phrases,Set Ideal Ranges
2142,Phrases,Set on import
2143,Phrases,Ideal Range Min Max
2144,Phrases,Activity:
2145,Phrases,"You have unsaved changes, are you sure you do not want to save?"
2146,Phrases,Device Time:
2147,Phrases,Cloud Service
2148,Phrases,Connect Photometer
2149,Phrases,Loading Measurements...
2150,Phrases,Preparing database update...
2151,Phrases,Configuring PrimeLab...
2152,Phrases,Preparing to update...
2153,Phrases,Starting bootloader...
2154,Phrases,Firmware update...
2155,Phrases,Transmitting device firmware update...
2156,Phrases,Database update...
2157,Phrases,Transmitting database update...
2158,Phrases,Your PrimeLab is restarting...
2159,Phrases,Updating PrimeLab...
2160,Phrases,Starting Update...
2161,Phrases,Import Measurement Data
2162,Phrases,Import %a new accounts and %b new measurements?
2163,Phrases,Import %a new measurements?
2164,Phrases,Delete imported data from the PrimeLab?
2165,Phrases,"Langelier Saturation Index (LSI)
More information on these values are available on our website at %a"
2166,Phrases,Date and Time
2167,Phrases,Loading...
2168,Phrases,Measurements:
2169,Phrases,mail@example.com
2170,Phrases,Password:
2171,Phrases,Repeat:
2172,Phrases,Upload current database
2173,Phrases,Overview
2174,Phrases,Account Name:
2175,Phrases,Last change:
2176,Phrases,Num. Accounts:
2177,Phrases,Num. Measurements:
2178,Phrases,Available Shares
2179,Phrases,Grant Access
2180,Phrases,Read Only
2181,Phrases,Add Measures
2182,Phrases,Read Only Access
2183,Phrases,Read and Add Measures
2184,Phrases,Data received: %a Byte
2185,Phrases,Move Measurements
2186,Phrases,PrimeLab Manuals
2187,Phrases,PoolLab Manuals
2188,Phrases,Profile Settings
2189,Phrases,Restore
2190,Phrases,Reset
2191,Phrases,Database Export
2192,Phrases,Database Import
2193,Phrases,Database Reset
2194,Phrases,"Export the current database as SQLite file. This export includes all accounts, measurements, custom water treatment products and application settings. If you are using the free Cloud Service, please note that your password will NOT be exported and must be re-entered upon database import."
2195,Phrases,"Import the database from a previous file-backup. Note that the currently active database, including all accounts, measurements, custom water treatment products, all application settings as well as cloud logins are discarded. This cannot be undone, so it is recommended to do a backup of the currently active database before importing another.
To merge your current database with an exported one, register on our free Cloud Service to first synchronize your current database to the cloud, then import the file-backup, and finally log-in to your just registered cloud-account with the merge option active."
2196,Phrases,"Deletes all user data including accounts, measurements, custom water treatment products, application settings and saved cloud login information. Any data saved on our free Cloud Service are NOT affected and can be reacquired by logging back in to your account. To delete your cloud account, please login to your cloud account using your web-browser:"
2197,Phrases,Import failed
2198,Phrases,Database import failed. Make sure the database was created from a LabCom backup!
2199,Phrases,Reset Database
2200,Phrases,"All saved measurements and accounts, all saved water treatment products and configured ideal ranges are DELETED. Preferences and configuration changes will be reverted to their default values. Cloud login data are also deleted.\nAny data stored on the Cloud-Account are not affected."
2201,Phrases,Database has been reset. Please restart the application.
2202,Phrases,Network Error
2203,Phrases,A network error occurred. Please check your internet connection and try again.
2204,Phrases,Protocol Error
2205,Phrases,A protocol error occurred. Please check if an update for this application is available and try again.
2206,Phrases,The email address is invalid. Please enter a valid
2207,Phrases,Please enter at least 6 characters as your password.
2208,Phrases,Login Error
2209,Phrases,Please enter your password.
2210,Phrases,Starting Application...
2211,Phrases,Not Connected
2212,Phrases,Not connected to a PrimeLab device or PrimeLab not ready.
2213,Phrases,Not Licensed
2214,Phrases,The selected measurement method is not licensed on your device.
2215,Phrases,Manual Result
2216,Phrases,New result added.
2217,Phrases,Device Calibration
2218,Phrases,Recalibrate your PrimeLab or it's adapters.
2219,Phrases,Calibrate
2220,Phrases,Calibration Type
2221,Phrases,Calibration OK
2222,Phrases,Calibration performed successfully. Create calibration certificate?
2223,Phrases,Your PrimeLab
2224,Phrases,Synchronize Data
2225,Phrases, Set device name
2226,Phrases,Device Update
2227,Phrases,Clear Measurements
2228,Phrases,License Invalid
2229,Phrases,"License activation failed. Make sure to enter the license exactly as shown, minding captial letters!"
2230,Phrases,License Activated
2231,Phrases,License activation successful!
2232,Phrases,Remote Measurement
2233,Phrases,Select Account
2234,Phrases,Select Method
2235,Phrases,A software-update is available. Download now?
2236,Phrases,Clear Account(s)
2237,Phrases,Delete Account(s)
2238,Phrases,Write to PrimeLab
2239,Phrases,Not connected
2240,Phrases,This feature is only available when connected to a PrimeLab device.
2241,Phrases,Too many accounts
2242,Phrases,Please select no more than 20 accounts.
2243,Phrases,The selected accounts have been written to the PrimeLab.
2244,Phrases,"Search for Name, Address, Email, ..."
2245,Phrases,Insert a new result with the chosen value
2246,Phrases,Device Name
2247,Phrases,MAC Address
2248,Phrases,Active Licenses
2249,Phrases,Serial Number
2250,Phrases,Firmware Version
2251,Phrases,Available Update
2252,Phrases,Database Version
2253,Phrases,Show only activated methods
2254,Phrases,Licenses
2255,Phrases,Enter your license activation code.
2256,Phrases,Import data
2257,Phrases,Clear data from the PrimeLab after importing?
2258,Phrases,Enter a new Name
2259,Phrases,Enter a new name for your PrimeLab.
2260,Phrases,Device Rename Error
2261,Phrases,"Given name too long! Enter 28 characters or less.

"
2262,Phrases,Make sure the PrimeLabs batteries are charged or the A/C connector is plugged in. Update now?
2263,Phrases,Already up to date
2264,Phrases,Your PrimeLab device already has the latest updates installed!
2265,Phrases,Clear all measurements
2266,Phrases,Delete all saved measurements from the PrimeLab?
2267,Phrases,Cloud Account
2268,Phrases,Add Result
2269,Phrases,Required Reagents:
2270,Phrases,%a Accounts
2271,Phrases,%a Measurements
2272,Phrases,Effected water volume
2273,Phrases,Water volume unit
2274,Phrases,Delete this item?
2275,Phrases,Scan PrimeLab
2276,Phrases,Working...
2277,Phrases,Unsynchronized...
2278,Phrases,Edit Date: %a
2279,Phrases,Changed %a
2280,Phrases,Previous Value: %a
2281,Phrases,New Value: %a
2282,Phrases,Scanning...
2283,Phrases,Edit History
2284,Phrases,Set Ideal Minimum
2285,Phrases,Set Ideal Maximum
2286,Phrases,Clear account measurements
2287,Phrases,Delete all saved measurements from this account?
2288,Phrases,Delete selected account? All measurements of this account will also be deleted.
2289,Phrases,Delete PrimeLab Account
2290,Phrases,Export (XLSX)
2291,Phrases,Export to XLSX
2292,Phrases,Data exported as XLSX file: %a
2293,Phrases,Data exported
2294,Phrases,Warning: All local accounts and measurements will be deleted!
2295,Phrases,All local accounts and measurements not already synchronized will be deleted!
2296,Phrases,PrimeLab User Manuals
2297,Phrases,PoolLab User Manuals
2298,Phrases,Finwell Pro User Manual
2299,Phrases,PrimeLab Web
2300,Phrases,PrimeLab Website
2301,Phrases,PoolLab Web
2302,Phrases,PoolLab Website
2303,Phrases,PoolLab FAQ
2304,Phrases,Finwell Pro Web
2305,Phrases,Finwell Pro Website
2306,Phrases,Youtube Channels
2307,Phrases,PrimeLab Channel
2308,Phrases,PoolLab Channel
2309,Phrases,Finwell Channel
